embedding_index,row_index,sentence_index,game_id,game_name,genre_id,genre_name,sentence
93,8,5,071,2048,07,Puzzle game,"At the same time, the mechanics and objectives are precise and reduce confusion."
94,8,6,071,2048,07,Puzzle game,"In practice, the game makes it fairly easy for players to become immersed."
95,8,7,071,2048,07,Puzzle game,Another point is that the sense of discovery is moderate.
96,8,8,071,2048,07,Puzzle game,"In addition, the design supports effective learning and meaningful skill development."
97,8,9,071,2048,07,Puzzle game,"In practice, the game is difficult and asks players to retry, learn, and improve."
98,8,10,071,2048,07,Puzzle game,"At the same time, players can solve problems or pursue goals in different ways."
99,9,0,071,2048,07,Puzzle game,"Overall, this Puzzle game offers a clear player experience."
100,9,1,071,2048,07,Puzzle game,"From the player's perspective, the game gives clear advancement feedback and makes advancement easy to recognize."
101,9,2,071,2048,07,Puzzle game,"Another point is that the controls are highly intuitive, smooth, and fluid."
102,9,3,071,2048,07,Puzzle game,"At the same time, players can solve problems or pursue goals in different ways."
103,9,4,071,2048,07,Puzzle game,"In practice, players need focus and skill to get through the harder parts."
104,9,5,071,2048,07,Puzzle game,"In addition, some levels, constraints, or situations can interest the player."
105,9,6,071,2048,07,Puzzle game,"More specifically, the art style and sound design noticeably improve the experience."
106,9,7,071,2048,07,Puzzle game,Another point is that players can quickly see what they should do and how to proceed.
107,9,8,071,2048,07,Puzzle game,"From the player's perspective, players can naturally settle into the rhythm and situation of play."
108,9,9,071,2048,07,Puzzle game,"From the player's perspective, the design supports effective learning and rewarding skill development."
109,9,10,071,2048,07,Puzzle game,Another point is that the game makes player choices and actions feel worthwhile.
110,10,0,142,8 ball pool,10,Simulation game,"As a Simulation game, it leaves a fairly distinct impression."
111,10,1,142,8 ball pool,10,Simulation game,"At the same time, players can solve problems or pursue goals in different ways."
112,10,2,142,8 ball pool,10,Simulation game,"In addition, the experience strongly rewards effort with a feeling of increasing competence."
113,10,3,142,8 ball pool,10,Simulation game,"In practice, the game gives accurate progress feedback and makes advancement easy to recognize."
114,10,4,142,8 ball pool,10,Simulation game,"More specifically, the audiovisual design feels polished and strengthens the atmosphere."
115,10,5,142,8 ball pool,10,Simulation game,"From the player's perspective, players are likely to look forward to new mechanics, levels, or strategies."
116,10,6,142,8 ball pool,10,Simulation game,"Another point is that players can feel a clear connection between effort, progress, and emotional payoff."
117,10,7,142,8 ball pool,10,Simulation game,"During play, the rules and objectives are detailed and reduce confusion."
118,10,8,142,8 ball pool,10,Simulation game,"More specifically, input feedback is clear, making the game feel very comfortable to control."
119,10,9,142,8 ball pool,10,Simulation game,Another point is that the experience feels coherent and supports strong concentration.
120,10,10,142,8 ball pool,10,Simulation game,"During play, the game is very tough and demands strong skill and patience."
121,11,0,142,8 ball pool,10,Simulation game,"As a Simulation game, it leaves a fairly distinct impression."
122,11,1,142,8 ball pool,10,Simulation game,Variation in the content creates a strong sense of freshness.
123,11,2,142,8 ball pool,10,Simulation game,"Another point is that its levels and tasks are highly demanding, with frequent failure and retrying."
124,11,3,142,8 ball pool,10,Simulation game,"In addition, the goals are clear, and the systems are simple."
125,11,4,142,8 ball pool,10,Simulation game,"In addition, the experience feels coherent and supports strong concentration."
126,11,5,142,8 ball pool,10,Simulation game,The goals and play structure create a strong sense of value.
127,11,6,142,8 ball pool,10,Simulation game,"In practice, rewards and milestones are communicated effectively."
128,11,7,142,8 ball pool,10,Simulation game,"From the player's perspective, players can clearly feel themselves learning, practicing, and controlling the system."
129,11,8,142,8 ball pool,10,Simulation game,"During play, the decision space is broad enough to make play feel flexible."
130,11,9,142,8 ball pool,10,Simulation game,"From the player's perspective, the controls are highly intuitive, smooth, and responsive."
131,11,10,142,8 ball pool,10,Simulation game,"More specifically, the audiovisual design feels polished and strengthens the atmosphere."
132,12,0,142,8 ball pool,10,Simulation game,"Overall, this Simulation game offers a clear player experience."
133,12,1,142,8 ball pool,10,Simulation game,"More specifically, the mechanics and objectives are specific and reduce confusion."
134,12,2,142,8 ball pool,10,Simulation game,"The controls are highly intuitive, smooth, and responsive."
135,12,3,142,8 ball pool,10,Simulation game,"From the player's perspective, players can feel a specific connection between effort, progress, and emotional payoff."
136,12,4,142,8 ball pool,10,Simulation game,Another point is that players can naturally settle into the rhythm and situation of play.
137,12,5,142,8 ball pool,10,Simulation game,The game delivers a very strong sense of mastery and skill growth.
138,12,6,142,8 ball pool,10,Simulation game,Players can understand their current goals and completion status.
139,12,7,142,8 ball pool,10,Simulation game,"More specifically, the art style and sound design noticeably improve the experience."
140,12,8,142,8 ball pool,10,Simulation game,"In practice, the decision space is broad enough to make play feel flexible."
141,12,9,142,8 ball pool,10,Simulation game,"In addition, the game is very hard to complete and demands strong skill and patience."
142,12,10,142,8 ball pool,10,Simulation game,The game keeps players curious about what they will find next.
143,13,0,142,8 ball pool,10,Simulation game,This Simulation game has noticeable strengths and weaknesses across several play dimensions.
144,13,1,142,8 ball pool,10,Simulation game,Another point is that the game keeps players curious about what they will find next.
145,13,2,142,8 ball pool,10,Simulation game,"Its levels and tasks are highly tough, with frequent failure and retrying."
146,13,3,142,8 ball pool,10,Simulation game,Another point is that the experience feels coherent and supports strong concentration.
147,13,4,142,8 ball pool,10,Simulation game,"At the same time, players can clearly feel themselves learning, practicing, and controlling the system."
148,13,5,142,8 ball pool,10,Simulation game,"At the same time, players can solve problems or pursue goals in different ways."
149,13,6,142,8 ball pool,10,Simulation game,"From the player's perspective, the constraints and objectives are well-defined and reduce confusion."
150,13,7,142,8 ball pool,10,Simulation game,Another point is that the art style and audio noticeably improve the experience.
151,13,8,142,8 ball pool,10,Simulation game,"At the same time, rewards and milestones are communicated effectively."
152,13,9,142,8 ball pool,10,Simulation game,"More specifically, players can start playing naturally with little extra adjustment."
153,13,10,142,8 ball pool,10,Simulation game,The goals and play structure create a strong sense of value.
154,14,0,142,8 ball pool,10,Simulation game,This is a Simulation game.
155,14,1,142,8 ball pool,10,Simulation game,"From the player's perspective, rewards and milestones are communicated effectively."
156,14,2,142,8 ball pool,10,Simulation game,"In practice, players can start playing naturally with little extra adjustment."
157,14,3,142,8 ball pool,10,Simulation game,"At the same time, the game gives players many choices and a strong sense of agency."
158,14,4,142,8 ball pool,10,Simulation game,Another point is that players can naturally settle into the rhythm and situation of play.
159,14,5,142,8 ball pool,10,Simulation game,Another point is that the art style and audio noticeably improve the experience.
160,14,6,142,8 ball pool,10,Simulation game,Another point is that the game delivers a very strong sense of mastery and skill growth.
161,14,7,142,8 ball pool,10,Simulation game,The game keeps players curious about what they will find next.
162,14,8,142,8 ball pool,10,Simulation game,"Its levels and tasks are highly challenging, with frequent failure and retrying."
163,14,9,142,8 ball pool,10,Simulation game,Another point is that players can quickly see what they should do and how to proceed.
164,14,10,142,8 ball pool,10,Simulation game,"At the same time, the goals and play structure create a strong sense of value."
165,15,0,073,Agar,07,Puzzle game,"Overall, this Puzzle game offers a clear player experience."
166,15,1,073,Agar,07,Puzzle game,"In addition, milestones, achievements, and result signals are detailed and satisfying."
167,15,2,073,Agar,07,Puzzle game,Another point is that the polished visual and music and effects presentation strongly improves immersion and enjoyment.
168,15,3,073,Agar,07,Puzzle game,"More specifically, the experience makes players feel that they control the pace and direction of play."
169,15,4,073,Agar,07,Puzzle game,"Players are easily drawn in by new mechanics, surprises, and changes."
170,15,5,073,Agar,07,Puzzle game,"The theme and goals work together well, making the experience feel highly valuable."
171,15,6,073,Agar,07,Puzzle game,"From the player's perspective, players can quickly understand the mechanics, limits, and win conditions."
172,15,7,073,Agar,07,Puzzle game,"In addition, the controls are highly intuitive, smooth, and responsive."
173,15,8,073,Agar,07,Puzzle game,"From the player's perspective, the game is very difficult and demands strong skill and patience."
174,15,9,073,Agar,07,Puzzle game,"During play, players can naturally settle into the rhythm and situation of play."
175,15,10,073,Agar,07,Puzzle game,"In addition, the experience strongly rewards effort with a feeling of increasing competence."
176,16,0,073,Agar,07,Puzzle game,"As a Puzzle game, it leaves a fairly distinct impression."
177,16,1,073,Agar,07,Puzzle game,The experience feels coherent and supports strong concentration.
178,16,2,073,Agar,07,Puzzle game,"In addition, players can quickly understand the mechanics, limits, and win conditions."
179,16,3,073,Agar,07,Puzzle game,"From the player's perspective, its levels and tasks are highly challenging, with frequent failure and retrying."
180,16,4,073,Agar,07,Puzzle game,Another point is that the game delivers a very strong sense of mastery and skill growth.
181,16,5,073,Agar,07,Puzzle game,"In addition, it is full of new situations and unknown outcomes that keep players interested."
182,16,6,073,Agar,07,Puzzle game,"In practice, players can act and decide according to their own preferences."
183,16,7,073,Agar,07,Puzzle game,"In practice, the game creates a very strong sense that player actions matter."
184,16,8,073,Agar,07,Puzzle game,"More specifically, milestones, achievements, and result signals are specific and satisfying."
185,16,9,073,Agar,07,Puzzle game,"Input feedback is reliable, making the game feel very comfortable to control."
186,16,10,073,Agar,07,Puzzle game,"More specifically, the art, animation, and sound design work together very well."
187,17,0,073,Agar,07,Puzzle game,"As a Puzzle game, it leaves a fairly distinct impression."
188,17,1,073,Agar,07,Puzzle game,"In practice, players can quickly understand the mechanics, limits, and win conditions."
189,17,2,073,Agar,07,Puzzle game,Another point is that the game gives players a very strong sense of freedom and autonomy.
190,17,3,073,Agar,07,Puzzle game,"In practice, its levels and tasks are highly challenging, with frequent failure and retrying."
191,17,4,073,Agar,07,Puzzle game,"In practice, it gives players a deep feeling of value, purpose, and emotional investment."
192,17,5,073,Agar,07,Puzzle game,"More specifically, players can clearly feel themselves learning, practicing, and controlling the system."
193,17,6,073,Agar,07,Puzzle game,"Another point is that the controls are highly intuitive, smooth, and fluid."
194,17,7,073,Agar,07,Puzzle game,"In addition, players are easily drawn in by new rules, surprises, and changes."
195,17,8,073,Agar,07,Puzzle game,"From the player's perspective, players can naturally settle into the rhythm and situation of play."
196,17,9,073,Agar,07,Puzzle game,"In practice, the polished visual and sound feedback presentation strongly improves immersion and enjoyment."
197,17,10,073,Agar,07,Puzzle game,"Milestones, achievements, and result signals are well-defined and satisfying."
198,18,0,073,Agar,07,Puzzle game,"As a Puzzle game, it leaves a fairly distinct impression."
199,18,1,073,Agar,07,Puzzle game,"It constantly tests the player's reactions, understanding, and strategy."
200,18,2,073,Agar,07,Puzzle game,"At the same time, the polished visual and music and effects presentation strongly improves immersion and enjoyment."
201,18,3,073,Agar,07,Puzzle game,"During play, the goals are very clear, and the rules are explained in detail."
202,18,4,073,Agar,07,Puzzle game,"More specifically, players are easily drawn in by new constraints, surprises, and changes."
203,18,5,073,Agar,07,Puzzle game,"During play, each step forward receives a noticeable response."
204,18,6,073,Agar,07,Puzzle game,"At the same time, players can start playing naturally with little extra adjustment."
205,18,7,073,Agar,07,Puzzle game,"From the player's perspective, the game gives players a very strong sense of freedom and autonomy."
206,18,8,073,Agar,07,Puzzle game,"From the player's perspective, players can naturally settle into the rhythm and situation of play."
207,18,9,073,Agar,07,Puzzle game,"During play, the game creates a very strong sense that player actions matter."
208,18,10,073,Agar,07,Puzzle game,"From the player's perspective, the game delivers a very strong sense of mastery and skill growth."
209,19,0,073,Agar,07,Puzzle game,"As a Puzzle game, it leaves a fairly distinct impression."
210,19,1,073,Agar,07,Puzzle game,"From the player's perspective, the controls are highly intuitive, smooth, and easy to handle."
211,19,2,073,Agar,07,Puzzle game,"During play, the game makes it fairly easy for players to become immersed."
212,19,3,073,Agar,07,Puzzle game,"More specifically, the polished visual and music and effects presentation strongly improves immersion and enjoyment."
213,19,4,073,Agar,07,Puzzle game,"In addition, it gives players a deep feeling of value, purpose, and emotional investment."
214,19,5,073,Agar,07,Puzzle game,"In addition, it is full of new situations and unknown outcomes that keep players interested."
215,19,6,073,Agar,07,Puzzle game,"More specifically, goals, rules, and guidance work together to create a very strong sense of direction."
216,19,7,073,Agar,07,Puzzle game,"In addition, milestones, achievements, and result signals are detailed and satisfying."
217,19,8,073,Agar,07,Puzzle game,"At the same time, the experience makes players feel that they control the pace and direction of play."
218,19,9,073,Agar,07,Puzzle game,Another point is that the game delivers a very strong sense of mastery and skill growth.
219,19,10,073,Agar,07,Puzzle game,"At the same time, it constantly tests the player's reactions, understanding, and strategy."
220,20,0,109,Age of Empires,09,Real time strategy,"Overall, this Real time strategy offers a clear player experience."
221,20,1,109,Age of Empires,09,Real time strategy,The game makes player choices and actions feel worthwhile.
222,20,2,109,Age of Empires,09,Real time strategy,"In addition, players can quickly understand the mechanics, limits, and win conditions."
223,20,3,109,Age of Empires,09,Real time strategy,The experience feels coherent and supports strong concentration.
224,20,4,109,Age of Empires,09,Real time strategy,"From the player's perspective, the control design reduces unnecessary friction."
225,20,5,109,Age of Empires,09,Real time strategy,"More specifically, the decision space is broad enough to make play feel flexible."
226,20,6,109,Age of Empires,09,Real time strategy,"More specifically, the game keeps players curious about what they will find next."
227,20,7,109,Age of Empires,09,Real time strategy,"More specifically, the game provides very clear progress and reward feedback."
228,20,8,109,Age of Empires,09,Real time strategy,"More specifically, the game includes many hard to complete levels."
229,20,9,109,Age of Empires,09,Real time strategy,"At the same time, as play continues, players gain a strong sense of control and competence."
230,20,10,109,Age of Empires,09,Real time strategy,"During play, the art style and sound design noticeably improve the experience."
231,21,0,109,Age of Empires,09,Real time strategy,This Real time strategy has noticeable strengths and weaknesses across several play dimensions.
232,21,1,109,Age of Empires,09,Real time strategy,Another point is that the game makes player choices and actions feel meaningful.
233,21,2,109,Age of Empires,09,Real time strategy,"In practice, the game is hard to complete and asks players to retry, learn, and improve."
234,21,3,109,Age of Empires,09,Real time strategy,"More specifically, the experience feels coherent and supports strong concentration."
235,21,4,109,Age of Empires,09,Real time strategy,"In addition, goals, rules, and guidance work together to create a very strong sense of direction."
236,21,5,109,Age of Empires,09,Real time strategy,The control design reduces unnecessary friction.
237,21,6,109,Age of Empires,09,Real time strategy,Another point is that the art style and sound feedback noticeably improve the experience.
238,21,7,109,Age of Empires,09,Real time strategy,"At the same time, the decision space is broad enough to make play feel flexible."
239,21,8,109,Age of Empires,09,Real time strategy,"Milestones, achievements, and result signals are specific and satisfying."
240,21,9,109,Age of Empires,09,Real time strategy,"From the player's perspective, the game keeps players curious about what they will find next."
241,21,10,109,Age of Empires,09,Real time strategy,"At the same time, the design supports effective learning and valuable skill development."
242,22,0,109,Age of Empires,09,Real time strategy,This is a Real time strategy.
243,22,1,109,Age of Empires,09,Real time strategy,"In addition, the goals and play structure create a strong sense of value."
244,22,2,109,Age of Empires,09,Real time strategy,The decision space is broad enough to make play feel flexible.
245,22,3,109,Age of Empires,09,Real time strategy,The game includes many challenging levels.
246,22,4,109,Age of Empires,09,Real time strategy,The game controls smoothly and provides precise input feedback.
247,22,5,109,Age of Empires,09,Real time strategy,"At the same time, players can naturally settle into the rhythm and situation of play."
248,22,6,109,Age of Empires,09,Real time strategy,"Another point is that the goals are very precise, and the mechanics are explained in detail."
249,22,7,109,Age of Empires,09,Real time strategy,The game provides very well-defined progress and reward feedback.
250,22,8,109,Age of Empires,09,Real time strategy,The audiovisual design feels polished and strengthens the atmosphere.
251,22,9,109,Age of Empires,09,Real time strategy,"At the same time, players are likely to look forward to new systems, levels, or strategies."
252,22,10,109,Age of Empires,09,Real time strategy,"More specifically, as play continues, players gain a strong sense of control and competence."
253,23,0,109,Age of Empires,09,Real time strategy,This Real time strategy has noticeable strengths and weaknesses across several play dimensions.
254,23,1,109,Age of Empires,09,Real time strategy,"More specifically, the experience feels coherent and supports strong concentration."
255,23,2,109,Age of Empires,09,Real time strategy,"During play, the game clearly lets players feel that they are becoming better over time."
256,23,3,109,Age of Empires,09,Real time strategy,The game provides very detailed progress and reward feedback.
257,23,4,109,Age of Empires,09,Real time strategy,"More specifically, the game keeps players curious about what they will find next."
258,23,5,109,Age of Empires,09,Real time strategy,Another point is that the game makes player choices and actions feel valuable.
259,23,6,109,Age of Empires,09,Real time strategy,Another point is that the art style and audio noticeably improve the experience.
260,23,7,109,Age of Empires,09,Real time strategy,"From the player's perspective, players can quickly understand the mechanics, limits, and win conditions."
261,23,8,109,Age of Empires,09,Real time strategy,"In practice, players can solve problems or pursue goals in different ways."
262,23,9,109,Age of Empires,09,Real time strategy,"In practice, the game controls smoothly and provides well-defined input feedback."
263,23,10,109,Age of Empires,09,Real time strategy,"From the player's perspective, players need focus and skill to get through the harder parts."
264,24,0,109,Age of Empires,09,Real time strategy,This Real time strategy has noticeable strengths and weaknesses across several play dimensions.
265,24,1,109,Age of Empires,09,Real time strategy,The game gives players many choices and a strong sense of agency.
266,24,2,109,Age of Empires,09,Real time strategy,"The game is challenging and asks players to retry, learn, and improve."
267,24,3,109,Age of Empires,09,Real time strategy,The game makes it fairly easy for players to become immersed.
268,24,4,109,Age of Empires,09,Real time strategy,"During play, the control design reduces unnecessary friction."
269,24,5,109,Age of Empires,09,Real time strategy,"In practice, the game keeps players curious about what they will find next."
270,24,6,109,Age of Empires,09,Real time strategy,Another point is that the game provides very clear progress and reward feedback.
271,24,7,109,Age of Empires,09,Real time strategy,Another point is that the game has engaging graphics and sound.
272,24,8,109,Age of Empires,09,Real time strategy,"At the same time, as play continues, players gain a strong sense of control and competence."
273,24,9,109,Age of Empires,09,Real time strategy,"During play, the goals and play structure create a strong sense of value."
274,24,10,109,Age of Empires,09,Real time strategy,"Another point is that goals, systems, and guidance work together to create a very strong sense of direction."
275,25,0,110,Age of Mythology,09,Real time strategy,This Real time strategy has noticeable strengths and weaknesses across several play dimensions.
276,25,1,110,Age of Mythology,09,Real time strategy,"In practice, players can generally understand how far they have advanced."
277,25,2,110,Age of Mythology,09,Real time strategy,"From the player's perspective, the goals are very well-defined, and the rules are explained in detail."
278,25,3,110,Age of Mythology,09,Real time strategy,"During play, as play continues, players gain a strong sense of control and competence."
279,25,4,110,Age of Mythology,09,Real time strategy,Another point is that players can perform intended actions with relative ease.
280,25,5,110,Age of Mythology,09,Real time strategy,"In addition, the game makes player choices and actions feel meaningful."
281,25,6,110,Age of Mythology,09,Real time strategy,"More specifically, variation in the content creates a strong sense of freshness."
282,25,7,110,Age of Mythology,09,Real time strategy,"During play, its levels and tasks are highly challenging, with frequent failure and retrying."
283,25,8,110,Age of Mythology,09,Real time strategy,"At the same time, players can naturally settle into the rhythm and situation of play."
284,25,9,110,Age of Mythology,09,Real time strategy,"During play, the visual presentation and audio are serviceable and fairly standard."
285,25,10,110,Age of Mythology,09,Real time strategy,"At the same time, the game gives players many choices and a strong sense of agency."
286,26,0,110,Age of Mythology,09,Real time strategy,This is a Real time strategy.
287,26,1,110,Age of Mythology,09,Real time strategy,"At the same time, the graphics and audio are moderate."
288,26,2,110,Age of Mythology,09,Real time strategy,"More specifically, goals, rules, and guidance work together to create a very strong sense of direction."
289,26,3,110,Age of Mythology,09,Real time strategy,"From the player's perspective, players are likely to look forward to new mechanics, levels, or strategies."
290,26,4,110,Age of Mythology,09,Real time strategy,"In practice, the goals and play structure create a strong sense of value."
291,26,5,110,Age of Mythology,09,Real time strategy,"More specifically, the design supports effective learning and valuable skill development."
292,26,6,110,Age of Mythology,09,Real time strategy,"More specifically, the control design reduces unnecessary friction."
293,26,7,110,Age of Mythology,09,Real time strategy,"In practice, players can generally understand how far they have advanced."
294,26,8,110,Age of Mythology,09,Real time strategy,"From the player's perspective, the game makes it fairly easy for players to become immersed."
295,26,9,110,Age of Mythology,09,Real time strategy,"In practice, the game is very difficult and demands strong skill and patience."
296,26,10,110,Age of Mythology,09,Real time strategy,Players can solve problems or pursue goals in different ways.
297,27,0,110,Age of Mythology,09,Real time strategy,"As a Real time strategy, it leaves a fairly distinct impression."
298,27,1,110,Age of Mythology,09,Real time strategy,"More specifically, rewards and milestone feedback are moderate."
