embedding_index,row_index,sentence_index,game_id,game_name,genre_id,genre_name,sentence
86,7,9,144,Among Us,16,Social deduction game,"From the player's perspective, the control design reduces unnecessary friction."
87,7,10,144,Among Us,16,Social deduction game,"From the player's perspective, the experience feels coherent and supports strong concentration."
88,8,0,074,Angry Birds,07,Puzzle game,This is a Puzzle game.
89,8,1,074,Angry Birds,07,Puzzle game,"At the same time, the controls are highly intuitive, smooth, and natural."
90,8,2,074,Angry Birds,07,Puzzle game,"During play, the mechanics and objectives are specific and reduce confusion."
91,8,3,074,Angry Birds,07,Puzzle game,"From the player's perspective, the game clearly lets players feel that they are becoming better over time."
92,8,4,074,Angry Birds,07,Puzzle game,"In practice, the game is demanding and asks players to retry, learn, and improve."
93,8,5,074,Angry Birds,07,Puzzle game,"More specifically, each step forward receives a noticeable response."
94,8,6,074,Angry Birds,07,Puzzle game,"In addition, players can understand what they are doing, though the emotional weight is moderate."
95,8,7,074,Angry Birds,07,Puzzle game,"More specifically, variation in the content creates a strong sense of freshness."
96,8,8,074,Angry Birds,07,Puzzle game,"More specifically, the audiovisual design feels polished and strengthens the atmosphere."
97,8,9,074,Angry Birds,07,Puzzle game,"From the player's perspective, the game makes it fairly easy for players to become immersed."
98,8,10,074,Angry Birds,07,Puzzle game,"In practice, the game gives players many choices and a strong sense of agency."
99,9,0,124,Animal Crossing,11,Social Simulation game,This is a Social Simulation game.
100,9,1,124,Animal Crossing,11,Social Simulation game,Another point is that the experience makes players feel that they control the pace and direction of play.
101,9,2,124,Animal Crossing,11,Social Simulation game,Variation in the content creates a strong sense of freshness.
102,9,3,124,Animal Crossing,11,Social Simulation game,"During play, the goals and play structure create a strong sense of value."
103,9,4,124,Animal Crossing,11,Social Simulation game,"More specifically, the game has excellent audiovisual appeal."
104,9,5,124,Animal Crossing,11,Social Simulation game,"During play, the design supports effective learning and rewarding skill development."
105,9,6,124,Animal Crossing,11,Social Simulation game,"In addition, some levels require thought, but they do not feel too demanding."
106,9,7,124,Animal Crossing,11,Social Simulation game,"At the same time, the experience feels coherent and supports strong concentration."
107,9,8,124,Animal Crossing,11,Social Simulation game,"During play, players can start playing naturally with little extra adjustment."
108,9,9,124,Animal Crossing,11,Social Simulation game,"At the same time, players can quickly understand the mechanics, limits, and win conditions."
109,9,10,124,Animal Crossing,11,Social Simulation game,"During play, the game gives reliable progress feedback and makes advancement easy to recognize."
110,10,0,145,Apex Legends,03,First person shooter,This First person shooter has noticeable strengths and weaknesses across several play dimensions.
111,10,1,145,Apex Legends,03,First person shooter,"During play, the game provides a basic sense of purpose and meaning."
112,10,2,145,Apex Legends,03,First person shooter,The game has excellent audiovisual appeal.
113,10,3,145,Apex Legends,03,First person shooter,"From the player's perspective, players can quickly understand the rules, limits, and win conditions."
114,10,4,145,Apex Legends,03,First person shooter,"During play, players can act and decide according to their own preferences."
115,10,5,145,Apex Legends,03,First person shooter,Another point is that the game is very difficult and demands strong skill and patience.
116,10,6,145,Apex Legends,03,First person shooter,"From the player's perspective, variation in the content creates a strong sense of freshness."
117,10,7,145,Apex Legends,03,First person shooter,"From the player's perspective, players can start playing naturally with little extra adjustment."
118,10,8,145,Apex Legends,03,First person shooter,Another point is that the design supports effective learning and rewarding skill development.
119,10,9,145,Apex Legends,03,First person shooter,"In addition, players can feel strongly absorbed by the overall experience."
120,10,10,145,Apex Legends,03,First person shooter,"At the same time, each step forward receives a noticeable response."
121,11,0,052,ArcheAge,04,MMO role playing game,This is a MMO role playing game.
122,11,1,052,ArcheAge,04,MMO role playing game,"More specifically, the game creates a very strong sense that player actions matter."
123,11,2,052,ArcheAge,04,MMO role playing game,"In practice, some levels require thought, but they do not feel too hard to complete."
124,11,3,052,ArcheAge,04,MMO role playing game,"At the same time, the art, animation, and music and effects work together very well."
125,11,4,052,ArcheAge,04,MMO role playing game,"From the player's perspective, the control scheme is usable, but it is not very smooth."
126,11,5,052,ArcheAge,04,MMO role playing game,"In addition, the game keeps players curious about what they will find next."
127,11,6,052,ArcheAge,04,MMO role playing game,Another point is that the experience makes players feel that they control the pace and direction of play.
128,11,7,052,ArcheAge,04,MMO role playing game,"In addition, each step forward receives a noticeable response."
129,11,8,052,ArcheAge,04,MMO role playing game,"From the player's perspective, the rule explanation is moderate."
130,11,9,052,ArcheAge,04,MMO role playing game,"In practice, it draws players deeply into the mechanics, atmosphere, and pacing."
131,11,10,052,ArcheAge,04,MMO role playing game,"More specifically, the game clearly lets players feel that they are becoming better over time."
132,12,0,146,Ark,01,Action adventure game,"Overall, this Action adventure game offers a well-defined player experience."
133,12,1,146,Ark,01,Action adventure game,"During play, players can feel a clear connection between effort, progress, and emotional payoff."
134,12,2,146,Ark,01,Action adventure game,"From the player's perspective, players can perform intended actions with relative ease."
135,12,3,146,Ark,01,Action adventure game,"More specifically, players are easily drawn in by new mechanics, surprises, and changes."
136,12,4,146,Ark,01,Action adventure game,"From the player's perspective, the rules and objectives are accurate and reduce confusion."
137,12,5,146,Ark,01,Action adventure game,"In practice, it draws players deeply into the mechanics, atmosphere, and pacing."
138,12,6,146,Ark,01,Action adventure game,Rewards and milestones are communicated effectively.
139,12,7,146,Ark,01,Action adventure game,"From the player's perspective, players can act and decide according to their own preferences."
140,12,8,146,Ark,01,Action adventure game,"From the player's perspective, the game is moderately difficult while remaining balanced."
141,12,9,146,Ark,01,Action adventure game,Another point is that the design supports effective learning and rewarding skill development.
142,12,10,146,Ark,01,Action adventure game,"During play, the polished visual and sound feedback presentation strongly improves immersion and enjoyment."
143,13,0,147,ARMA 3,17,Tactical Shooter,This Tactical Shooter has noticeable strengths and weaknesses across several play dimensions.
144,13,1,147,ARMA 3,17,Tactical Shooter,"In addition, the game provides very clear progress and reward feedback."
145,13,2,147,ARMA 3,17,Tactical Shooter,"At the same time, the game supports a basic learning and mastery process."
146,13,3,147,ARMA 3,17,Tactical Shooter,The experience feels coherent and supports strong concentration.
147,13,4,147,ARMA 3,17,Tactical Shooter,"In practice, the control scheme is usable, but it is not very easy to handle."
148,13,5,147,ARMA 3,17,Tactical Shooter,"From the player's perspective, the goals and play structure create a strong sense of value."
149,13,6,147,ARMA 3,17,Tactical Shooter,"More specifically, the game is demanding and asks players to retry, learn, and improve."
150,13,7,147,ARMA 3,17,Tactical Shooter,Another point is that the game strongly encourages exploration and discovery.
151,13,8,147,ARMA 3,17,Tactical Shooter,"During play, the game gives players a very strong sense of freedom and autonomy."
152,13,9,147,ARMA 3,17,Tactical Shooter,"Another point is that the art, animation, and sound design work together very well."
153,13,10,147,ARMA 3,17,Tactical Shooter,"Goals, mechanics, and guidance work together to create a very strong sense of direction."
154,14,0,148,Asphalt 8,08,Racing game,"As a Racing game, it leaves a fairly distinct impression."
155,14,1,148,Asphalt 8,08,Racing game,"At the same time, players can start playing naturally with little extra adjustment."
156,14,2,148,Asphalt 8,08,Racing game,"At the same time, players can quickly understand the mechanics, limits, and win conditions."
157,14,3,148,Asphalt 8,08,Racing game,"From the player's perspective, the experience feels coherent and supports strong concentration."
158,14,4,148,Asphalt 8,08,Racing game,"During play, the game clearly lets players feel that they are becoming better over time."
159,14,5,148,Asphalt 8,08,Racing game,Another point is that players need focus and skill to get through the harder parts.
160,14,6,148,Asphalt 8,08,Racing game,"During play, the decision space is broad enough to make play feel flexible."
161,14,7,148,Asphalt 8,08,Racing game,Another point is that the game strongly encourages exploration and discovery.
162,14,8,148,Asphalt 8,08,Racing game,The game provides very detailed progress and reward feedback.
163,14,9,148,Asphalt 8,08,Racing game,"In addition, the goals and play structure create a strong sense of value."
164,14,10,148,Asphalt 8,08,Racing game,Another point is that the game has excellent audiovisual appeal.
165,15,0,149,Asphalt nitro,08,Racing game,"As a Racing game, it leaves a fairly distinct impression."
166,15,1,149,Asphalt nitro,08,Racing game,"At the same time, milestones, achievements, and result signals are well-defined and satisfying."
167,15,2,149,Asphalt nitro,08,Racing game,Another point is that the controls are acceptable and support basic play.
168,15,3,149,Asphalt nitro,08,Racing game,"During play, the sense of autonomy is moderate."
169,15,4,149,Asphalt nitro,08,Racing game,"During play, players can naturally settle into the rhythm and situation of play."
170,15,5,149,Asphalt nitro,08,Racing game,The game has excellent audiovisual appeal.
171,15,6,149,Asphalt nitro,08,Racing game,Another point is that the game clearly lets players feel that they are becoming better over time.
172,15,7,149,Asphalt nitro,08,Racing game,"Another point is that players are likely to look forward to new mechanics, levels, or strategies."
173,15,8,149,Asphalt nitro,08,Racing game,"The game is difficult and asks players to retry, learn, and improve."
174,15,9,149,Asphalt nitro,08,Racing game,"More specifically, the goals are well-defined, and the systems are straightforward."
175,15,10,149,Asphalt nitro,08,Racing game,The goals and play structure create a strong sense of value.
176,16,0,002,Assassin’s Creed,01,Action adventure game,"Overall, this Action adventure game offers a clear player experience."
177,16,1,002,Assassin’s Creed,01,Action adventure game,"More specifically, the game provides very clear progress and reward feedback."
178,16,2,002,Assassin’s Creed,01,Action adventure game,"From the player's perspective, the goals are very clear, and the rules are explained in detail."
179,16,3,002,Assassin’s Creed,01,Action adventure game,"From the player's perspective, the art, animation, and sound design work together very well."
180,16,4,002,Assassin’s Creed,01,Action adventure game,Another point is that the control design reduces unnecessary friction.
181,16,5,002,Assassin’s Creed,01,Action adventure game,"In addition, the experience makes players feel that they control the pace and direction of play."
182,16,6,002,Assassin’s Creed,01,Action adventure game,"More specifically, the game makes it fairly easy for players to become immersed."
183,16,7,002,Assassin’s Creed,01,Action adventure game,"During play, it is full of new situations and unknown outcomes that keep players interested."
184,16,8,002,Assassin’s Creed,01,Action adventure game,"From the player's perspective, players can feel a accurate connection between effort, progress, and emotional payoff."
185,16,9,002,Assassin’s Creed,01,Action adventure game,"More specifically, players can clearly feel themselves learning, practicing, and controlling the system."
186,16,10,002,Assassin’s Creed,01,Action adventure game,"More specifically, the game includes many difficult levels."
187,17,0,150,Assemble with care,01,Action adventure game,This is a Action adventure game.
188,17,1,150,Assemble with care,01,Action adventure game,"Another point is that its levels and tasks are highly challenging, with frequent failure and retrying."
189,17,2,150,Assemble with care,01,Action adventure game,"More specifically, it draws players deeply into the constraints, atmosphere, and pacing."
190,17,3,150,Assemble with care,01,Action adventure game,"From the player's perspective, the goals are very clear, and the systems are explained in detail."
191,17,4,150,Assemble with care,01,Action adventure game,"During play, the sense of autonomy is moderate."
192,17,5,150,Assemble with care,01,Action adventure game,Another point is that the game delivers a very strong sense of mastery and skill growth.
193,17,6,150,Assemble with care,01,Action adventure game,"Players are likely to look forward to new mechanics, levels, or strategies."
194,17,7,150,Assemble with care,01,Action adventure game,Another point is that players can start playing naturally with little extra adjustment.
195,17,8,150,Assemble with care,01,Action adventure game,"In practice, the polished visual and audio presentation strongly improves immersion and enjoyment."
196,17,9,150,Assemble with care,01,Action adventure game,"It gives players a deep feeling of value, purpose, and emotional investment."
197,17,10,150,Assemble with care,01,Action adventure game,"Milestones, achievements, and result signals are detailed and satisfying."
198,18,0,151,Auto Chess,13,Strategy game,"As a Strategy game, it leaves a fairly distinct impression."
199,18,1,151,Auto Chess,13,Strategy game,"More specifically, the goals and play structure create a strong sense of value."
200,18,2,151,Auto Chess,13,Strategy game,"From the player's perspective, players can perform intended actions with relative ease."
201,18,3,151,Auto Chess,13,Strategy game,"More specifically, the experience strongly rewards effort with a feeling of increasing competence."
202,18,4,151,Auto Chess,13,Strategy game,"At the same time, the sense of discovery is moderate."
203,18,5,151,Auto Chess,13,Strategy game,The audiovisual design feels polished and strengthens the atmosphere.
204,18,6,151,Auto Chess,13,Strategy game,"Goals, rules, and guidance work together to create a very strong sense of direction."
205,18,7,151,Auto Chess,13,Strategy game,Another point is that the game is very demanding and demands strong skill and patience.
206,18,8,151,Auto Chess,13,Strategy game,Another point is that players can understand their current goals and completion status.
207,18,9,151,Auto Chess,13,Strategy game,"From the player's perspective, the game provides a basic immersive experience."
208,18,10,151,Auto Chess,13,Strategy game,"From the player's perspective, the experience makes players feel that they control the pace and direction of play."
209,19,0,003,Badland,01,Action adventure game,"As a Action adventure game, it leaves a fairly distinct impression."
210,19,1,003,Badland,01,Action adventure game,"In addition, the game clearly lets players feel that they are becoming better over time."
211,19,2,003,Badland,01,Action adventure game,"From the player's perspective, the game provides basic information about progress and results."
212,19,3,003,Badland,01,Action adventure game,"In addition, players can make some decisions, though the overall route feels fixed."
213,19,4,003,Badland,01,Action adventure game,"At the same time, the game includes many hard to complete levels."
214,19,5,003,Badland,01,Action adventure game,"More specifically, the art, animation, and sound design work together very well."
215,19,6,003,Badland,01,Action adventure game,The control design reduces unnecessary friction.
216,19,7,003,Badland,01,Action adventure game,"More specifically, players can feel a detailed connection between effort, progress, and emotional payoff."
217,19,8,003,Badland,01,Action adventure game,"During play, the experience feels coherent and supports strong concentration."
218,19,9,003,Badland,01,Action adventure game,"From the player's perspective, variation in the content creates a strong sense of freshness."
219,19,10,003,Badland,01,Action adventure game,"More specifically, the goals and rules are mostly understandable."
220,20,0,004,Banjo Kazooie,01,Action adventure game,This Action adventure game has noticeable strengths and weaknesses across several play dimensions.
221,20,1,004,Banjo Kazooie,01,Action adventure game,"Players can clearly feel themselves learning, practicing, and controlling the system."
222,20,2,004,Banjo Kazooie,01,Action adventure game,"More specifically, the game makes player choices and actions feel meaningful."
223,20,3,004,Banjo Kazooie,01,Action adventure game,"In addition, each step forward receives a noticeable response."
224,20,4,004,Banjo Kazooie,01,Action adventure game,"More specifically, players are likely to look forward to new rules, levels, or strategies."
225,20,5,004,Banjo Kazooie,01,Action adventure game,"In addition, players can act and decide according to their own preferences."
226,20,6,004,Banjo Kazooie,01,Action adventure game,"From the player's perspective, the goals are very clear, and the constraints are explained in detail."
227,20,7,004,Banjo Kazooie,01,Action adventure game,"More specifically, input feedback is accurate, making the game feel very comfortable to control."
228,20,8,004,Banjo Kazooie,01,Action adventure game,Another point is that the game makes it fairly easy for players to become immersed.
229,20,9,004,Banjo Kazooie,01,Action adventure game,"Another point is that it constantly tests the player's reactions, understanding, and strategy."
230,20,10,004,Banjo Kazooie,01,Action adventure game,"From the player's perspective, the game has excellent audiovisual appeal."
231,21,0,041,Battlefield,03,First person shooter,This is a First person shooter.
232,21,1,041,Battlefield,03,First person shooter,"From the player's perspective, the game keeps players curious about what they will find next."
233,21,2,041,Battlefield,03,First person shooter,"More specifically, the art, animation, and music and effects work together very well."
234,21,3,041,Battlefield,03,First person shooter,"In addition, goals, rules, and guidance work together to create a very strong sense of direction."
235,21,4,041,Battlefield,03,First person shooter,Each step forward receives a noticeable response.
236,21,5,041,Battlefield,03,First person shooter,"In addition, as play continues, players gain a strong sense of control and competence."
237,21,6,041,Battlefield,03,First person shooter,"From the player's perspective, players need focus and skill to get through the harder parts."
238,21,7,041,Battlefield,03,First person shooter,"From the player's perspective, the game creates a very strong sense that player actions matter."
239,21,8,041,Battlefield,03,First person shooter,The control design reduces unnecessary friction.
240,21,9,041,Battlefield,03,First person shooter,"In addition, the game gives players many choices and a strong sense of agency."
241,21,10,041,Battlefield,03,First person shooter,"At the same time, the game makes it fairly easy for players to become immersed."
242,22,0,205,Beat Saber,23,Rhythm game,This is a Rhythm game.
243,22,1,205,Beat Saber,23,Rhythm game,"More specifically, the game makes player choices and actions feel worthwhile."
244,22,2,205,Beat Saber,23,Rhythm game,"In practice, the game is hard to complete and asks players to retry, learn, and improve."
245,22,3,205,Beat Saber,23,Rhythm game,"Another point is that it draws players deeply into the rules, atmosphere, and pacing."
246,22,4,205,Beat Saber,23,Rhythm game,"In addition, the goals are very clear, and the systems are explained in detail."
247,22,5,205,Beat Saber,23,Rhythm game,"During play, input feedback is precise, making the game feel very comfortable to control."
248,22,6,205,Beat Saber,23,Rhythm game,"More specifically, the art, animation, and music and effects work together very well."
249,22,7,205,Beat Saber,23,Rhythm game,Players can solve problems or pursue goals in different ways.
250,22,8,205,Beat Saber,23,Rhythm game,"At the same time, milestones, achievements, and result signals are accurate and satisfying."
251,22,9,205,Beat Saber,23,Rhythm game,"Another point is that players are likely to look forward to new mechanics, levels, or strategies."
252,22,10,205,Beat Saber,23,Rhythm game,"In addition, players can clearly feel themselves learning, practicing, and controlling the system."
253,23,0,075,Bejeweled,07,Puzzle game,This is a Puzzle game.
254,23,1,075,Bejeweled,07,Puzzle game,"In addition, it is full of new situations and unknown outcomes that keep players interested."
255,23,2,075,Bejeweled,07,Puzzle game,"At the same time, players can generally understand how far they have advanced."
256,23,3,075,Bejeweled,07,Puzzle game,"The controls are highly intuitive, smooth, and easy to handle."
257,23,4,075,Bejeweled,07,Puzzle game,"More specifically, players can clearly feel themselves learning, practicing, and controlling the system."
258,23,5,075,Bejeweled,07,Puzzle game,The game has pleasant visual presentation and sound.
259,23,6,075,Bejeweled,07,Puzzle game,"At the same time, players can solve problems or pursue goals in different ways."
260,23,7,075,Bejeweled,07,Puzzle game,"During play, players need focus and skill to get through the harder parts."
261,23,8,075,Bejeweled,07,Puzzle game,"In addition, players can understand what they are doing, though the emotional weight is moderate."
262,23,9,075,Bejeweled,07,Puzzle game,"From the player's perspective, goals, mechanics, and guidance work together to create a very strong sense of direction."
263,23,10,075,Bejeweled,07,Puzzle game,The experience feels coherent and supports strong concentration.
264,24,0,152,Bioshock,03,First person shooter,This is a First person shooter.
265,24,1,152,Bioshock,03,First person shooter,"The theme and goals work together well, making the experience feel highly meaningful."
266,24,2,152,Bioshock,03,First person shooter,"From the player's perspective, rewards and milestones are communicated effectively."
267,24,3,152,Bioshock,03,First person shooter,"More specifically, the design supports effective learning and worthwhile skill development."
268,24,4,152,Bioshock,03,First person shooter,"From the player's perspective, players can act and decide according to their own preferences."
269,24,5,152,Bioshock,03,First person shooter,"During play, players can naturally settle into the rhythm and situation of play."
270,24,6,152,Bioshock,03,First person shooter,"During play, the control design reduces unnecessary friction."
271,24,7,152,Bioshock,03,First person shooter,The game includes many hard to complete levels.
272,24,8,152,Bioshock,03,First person shooter,"More specifically, players can quickly understand the constraints, limits, and win conditions."
273,24,9,152,Bioshock,03,First person shooter,"More specifically, the game has excellent audiovisual appeal."
274,24,10,152,Bioshock,03,First person shooter,It is full of new situations and unknown outcomes that keep players interested.
275,25,0,053,Black desert,04,MMO role playing game,"Overall, this MMO role playing game offers a clear player experience."
276,25,1,053,Black desert,04,MMO role playing game,"From the player's perspective, the game makes player choices and actions feel meaningful."
277,25,2,053,Black desert,04,MMO role playing game,The game gives detailed progress feedback and makes advancement easy to recognize.
278,25,3,053,Black desert,04,MMO role playing game,"During play, the game has excellent audiovisual appeal."
279,25,4,053,Black desert,04,MMO role playing game,"During play, players can act and decide according to their own preferences."
280,25,5,053,Black desert,04,MMO role playing game,"At the same time, players can naturally settle into the rhythm and situation of play."
281,25,6,053,Black desert,04,MMO role playing game,"Another point is that players are likely to look forward to new mechanics, levels, or strategies."
282,25,7,053,Black desert,04,MMO role playing game,"During play, players can quickly see what they should do and how to proceed."
283,25,8,053,Black desert,04,MMO role playing game,"At the same time, as play continues, players gain a strong sense of control and competence."
284,25,9,053,Black desert,04,MMO role playing game,The controls are acceptable and support basic play.
285,25,10,053,Black desert,04,MMO role playing game,"In practice, the game is very hard to complete and demands strong skill and patience."
286,26,0,076,Blendoku,07,Puzzle game,This is a Puzzle game.
287,26,1,076,Blendoku,07,Puzzle game,Another point is that the game gives specific advancement feedback and makes advancement easy to recognize.
288,26,2,076,Blendoku,07,Puzzle game,"From the player's perspective, the goals are very clear, and the constraints are explained in detail."
289,26,3,076,Blendoku,07,Puzzle game,"In addition, the experience strongly rewards effort with a feeling of increasing competence."
290,26,4,076,Blendoku,07,Puzzle game,"During play, the controls are highly intuitive, smooth, and easy to handle."
